,CIK,Company_Name,Filing,Date
14263,1729637,COCOLUV INC. (CCLV) (CIK 0001729637),10-K,2021-08-30
14264,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2021-04-12
14265,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2021-01-14
14266,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2020-10-09
14267,1729637,COCOLUV INC. (CIK 0001729637),10-K,2020-08-31
14268,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2020-04-14
14269,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2020-01-15
14270,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2019-10-10
14271,1729637,COCOLUV INC. (CIK 0001729637),10-K,2019-08-22
14272,1729637,COCOLUV INC. (CIK 0001729637),10-Q,2019-04-05
14273,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-Q,2022-11-10
14274,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-Q,2022-08-12
14275,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-K/A,2022-06-30
14276,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-K,2022-06-29
14277,1865111,"Alpha Star Acquisition Corp (ALSA, ALSAR, ALSAU, ALSAW) (CIK 0001865111)",10-Q,2022-11-10
14278,1865111,"Alpha Star Acquisition Corp (ALSA, ALSAR, ALSAU, ALSAW) (CIK 0001865111)",10-Q,2022-08-12
14279,1865111,"Alpha Star Acquisition Corp (ALSA, ALSAR, ALSAU, ALSAW) (CIK 0001865111)",10-Q,2022-05-13
14280,1865111,"Alpha Star Acquisition Corp (ALSA, ALSAR, ALSAU, ALSAW) (CIK 0001865111)",10-K,2022-03-30
14281,1871638,"BurTech Acquisition Corp. (BRKH, BRKHU, BRKHW) (CIK 0001871638)",10-Q,2022-11-14
14282,1871638,"BurTech Acquisition Corp. (BRKH, BRKHU, BRKHW) (CIK 0001871638)",10-Q,2022-08-15
14283,1871638,"BurTech Acquisition Corp. (BRKH, BRKHU, BRKHW) (CIK 0001871638)",10-Q,2022-05-16
14284,1871638,"BurTech Acquisition Corp. (BRKH, BRKHU, BRKHW) (CIK 0001871638)",10-K,2022-03-31
14285,1851182,"Future Health ESG Corp. (FHLT, FHLTW) (CIK 0001851182)",10-Q,2022-11-14
14286,1851182,"Future Health ESG Corp. (FHLT, FHLTU, FHLTW) (CIK 0001851182)",10-Q,2022-08-22
14287,1851182,"Future Health ESG Corp. (FHLT, FHLTU, FHLTW) (CIK 0001851182)",10-Q,2022-04-14
14288,1851182,"Future Health ESG Corp. (FHLT, FHLTU, FHLTW) (CIK 0001851182)",10-K,2022-03-28
14289,1851182,"Future Health ESG Corp. (FHLT, FHLTU) (CIK 0001851182)",10-Q,2021-11-17
14290,1854463,"WinVest Acquisition Corp. (WINV, WINVR, WINVW) (CIK 0001854463)",10-Q,2022-11-15
14291,1854463,"WinVest Acquisition Corp. (WINV, WINVR, WINVU, WINVW) (CIK 0001854463)",10-Q,2022-08-12
14292,1854463,"WinVest Acquisition Corp. (WINV, WINVR, WINVU, WINVW) (CIK 0001854463)",10-Q,2022-05-13
14293,1854463,"WinVest Acquisition Corp. (WINV, WINVR, WINVU, WINVW) (CIK 0001854463)",10-K,2022-04-15
14294,1854463,"WinVest Acquisition Corp. (WINV, WINVR, WINVU, WINVW) (CIK 0001854463)",10-Q,2021-11-15
14295,1852633,"Banyan Acquisition Corp (BYN, BYN-UN, BYN-WT) (CIK 0001852633)",10-Q,2022-11-10
14296,1852633,"Banyan Acquisition Corp (BYN, BYN-UN, BYN-WT) (CIK 0001852633)",10-Q,2022-08-12
14297,1852633,"Banyan Acquisition Corp (BYN, BYN-UN, BYN-WT) (CIK 0001852633)",10-Q,2022-05-16
14298,1852633,"Banyan Acquisition Corp (BYN, BYN-UN, BYN-WT) (CIK 0001852633)",10-K,2022-03-31
14299,1865468,"Kairous Acquisition Corp. Ltd (KACL, KACLU) (CIK 0001865468)",10-Q,2022-11-18
14300,1865468,"Kairous Acquisition Corp. Ltd (KACL, KACLR, KACLU, KACLW) (CIK 0001865468)",10-K,2022-10-13
14301,1865468,"Kairous Acquisition Corp. Ltd (KACL, KACLR, KACLU, KACLW) (CIK 0001865468)",10-Q,2022-05-23
14302,1865468,"Kairous Acquisition Corp. Ltd (KACL, KACLR, KACLU, KACLW) (CIK 0001865468)",10-Q,2022-02-22
14303,1869974,"Aesther Healthcare Acquisition Corp. (AEHA, AEHAW) (CIK 0001869974)",10-Q,2022-10-17
14304,1869974,"Aesther Healthcare Acquisition Corp. (AEHA, AEHAU, AEHAW) (CIK 0001869974)",10-Q,2022-07-11
14305,1869974,"Aesther Healthcare Acquisition Corp. (AEHA, AEHAU, AEHAW) (CIK 0001869974)",10-Q,2022-04-25
14306,1869974,"Aesther Healthcare Acquisition Corp. (AEHA, AEHAU, AEHAW) (CIK 0001869974)",10-K,2022-01-31
14307,1869974,"Aesther Healthcare Acquisition Corp. (AEHA, AEHAU) (CIK 0001869974)",10-Q,2021-10-18
14308,1869601,"Embrace Change Acquisition Corp. (EMCG, EMCGR, EMCGU, EMCGW) (CIK 0001869601)",10-Q,2022-11-08
14309,1869601,Embrace Change Acquisition Corp. (EMCG) (CIK 0001869601),10-Q,2022-08-12
14310,1869601,Embrace Change Acquisition Corp. (EMCG) (CIK 0001869601),10-Q,2022-07-21
14311,1799850,"Renovacor, Inc. (RCOR, RCOR-WT) (CIK 0001799850)",10-Q,2022-11-10
14312,1799850,"Renovacor, Inc. (RCOR, RCOR-WT) (CIK 0001799850)",10-Q,2022-08-08
14313,1799850,"Renovacor, Inc. (RCOR) (CIK 0001799850)",10-Q,2022-05-12
14314,1799850,"Renovacor, Inc. (RCOR, RCOR-WT) (CIK 0001799850)",10-K,2022-03-24
14315,1799850,"Renovacor, Inc. (RCOR, RCOR-WT) (CIK 0001799850)",10-Q,2021-11-15
14316,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-Q,2021-08-17
14317,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-Q,2021-05-25
14318,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-K,2021-03-04
14319,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-Q,2020-11-03
14320,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-Q,2020-08-11
14321,1799850,"Chardan Healthcare Acquisition 2 Corp. (CHAQ, CHAQ-UN, CHAQ-WT) (CIK 0001799850)",10-Q,2020-06-03
14322,1864943,"FGI Industries Ltd. (FGI, FGIWW) (CIK 0001864943)",10-Q,2022-11-14
14323,1864943,"FGI Industries Ltd. (FGI, FGIWW) (CIK 0001864943)",10-Q,2022-08-15
14324,1864943,"FGI Industries Ltd. (FGI, FGIWW) (CIK 0001864943)",10-Q,2022-05-13
14325,1864943,"FGI Industries Ltd. (FGI, FGIWW) (CIK 0001864943)",10-K,2022-03-31
14326,1881592,"NSTS Bancorp, Inc. (NSTS) (CIK 0001881592)",10-Q,2022-11-14
14327,1881592,"NSTS Bancorp, Inc. (NSTS) (CIK 0001881592)",10-Q,2022-08-12
14328,1881592,"NSTS Bancorp, Inc. (NSTS) (CIK 0001881592)",10-Q,2022-05-13
14329,1881592,"NSTS Bancorp, Inc. (NSTS) (CIK 0001881592)",10-K,2022-03-22
14330,1881592,"NSTS Bancorp, Inc. (NSTS) (CIK 0001881592)",10-Q,2021-12-23
14331,1873835,"Immix Biopharma, Inc. (IMMX) (CIK 0001873835)",10-Q,2022-11-09
14332,1873835,"Immix Biopharma, Inc. (IMMX) (CIK 0001873835)",10-Q,2022-08-12
14333,1873835,"Immix Biopharma, Inc. (IMMX) (CIK 0001873835)",10-Q,2022-05-13
14334,1873835,"Immix Biopharma, Inc. (IMMX) (CIK 0001873835)",10-K,2022-03-28
14335,1653482,Gitlab Inc. (GTLB) (CIK 0001653482),10-Q,2022-09-07
14336,1653482,Gitlab Inc. (GTLB) (CIK 0001653482),10-Q,2022-06-07
14337,1653482,Gitlab Inc. (GTLB) (CIK 0001653482),10-K,2022-04-08
14338,1653482,Gitlab Inc. (GTLB) (CIK 0001653482),10-Q,2021-12-07
14339,1865533,"Emerging Markets Horizon Corp. (HORI, HORIU, HORIW) (CIK 0001865533)",10-Q,2022-11-14
14340,1865533,"Emerging Markets Horizon Corp. (HORI, HORIU) (CIK 0001865533)",10-Q,2022-10-21
14341,1865533,"Emerging Markets Horizon Corp. (HORI, HORIU) (CIK 0001865533)",10-Q,2022-10-07
14342,1865533,"Emerging Markets Horizon Corp. (HORI, HORIW) (CIK 0001865533)",10-K,2022-09-12
14343,1845123,"Swiftmerge Acquisition Corp. (IVCP, IVCPU, IVCPW) (CIK 0001845123)",10-Q,2022-11-10
14344,1845123,"Swiftmerge Acquisition Corp. (IVCP, IVCPW) (CIK 0001845123)",10-Q,2022-08-22
14345,1845123,"Swiftmerge Acquisition Corp. (IVCP, IVCPU, IVCPW) (CIK 0001845123)",10-Q,2022-05-19
14346,1845123,"Swiftmerge Acquisition Corp. (IVCP, IVCPU, IVCPW) (CIK 0001845123)",10-K,2022-04-08
14347,1866816,"OmniLit Acquisition Corp. (OLIT, OLITW) (CIK 0001866816)",10-Q,2022-10-25
14348,1866816,"OmniLit Acquisition Corp. (OLIT, OLITU, OLITW) (CIK 0001866816)",10-Q,2022-08-10
14349,1866816,"OmniLit Acquisition Corp. (OLIT, OLITU, OLITW) (CIK 0001866816)",10-Q,2022-05-06
14350,1866816,"OmniLit Acquisition Corp. (OLIT, OLITU, OLITW) (CIK 0001866816)",10-K,2022-04-01
14351,1866816,"OmniLit Acquisition Corp. (OLIT, OLITU) (CIK 0001866816)",10-Q,2021-12-17
14352,1875558,"Nuvectis Pharma, Inc. (NVCT) (CIK 0001875558)",10-Q,2022-11-08
14353,1875558,"Nuvectis Pharma, Inc. (NVCT) (CIK 0001875558)",10-Q,2022-08-10
14354,1875558,"Nuvectis Pharma, Inc. (NVCT) (CIK 0001875558)",10-Q,2022-05-12
14355,1875558,"Nuvectis Pharma, Inc. (NVCT) (CIK 0001875558)",10-K,2022-03-23
14356,1782107,Blue Water Vaccines Inc. (BWV) (CIK 0001782107),10-Q,2022-11-14
14357,1782107,Blue Water Vaccines Inc. (BWV) (CIK 0001782107),10-Q,2022-08-15
14358,1782107,Blue Water Vaccines Inc. (BWV) (CIK 0001782107),10-Q,2022-05-13
14359,1782107,Blue Water Vaccines Inc. (BWV) (CIK 0001782107),10-K,2022-03-31
14360,1860482,"Talon 1 Acquisition Corp (TOAC, TOACU, TOACW) (CIK 0001860482)",10-Q,2022-11-23
14361,1860482,"Talon 1 Acquisition Corp (TOAC, TOACW) (CIK 0001860482)",10-Q,2022-08-23
14362,1860482,"Talon 1 Acquisition Corp (TOAC, TOACU, TOACW) (CIK 0001860482)",10-Q,2022-05-16
14363,1860482,"Talon 1 Acquisition Corp (TOAC, TOACU, TOACW) (CIK 0001860482)",10-K,2022-04-04
14364,1858912,"Gardiner Healthcare Acquisitions Corp. (GDNR, GDNRU, GDNRW) (CIK 0001858912)",10-Q,2022-11-14
14365,1858912,"Gardiner Healthcare Acquisitions Corp. (GDNR, GDNRW) (CIK 0001858912)",10-Q,2022-08-15
14366,1858912,"Gardiner Healthcare Acquisitions Corp. (GDNR, GDNRU, GDNRW) (CIK 0001858912)",10-Q,2022-05-16
14367,1858912,"Gardiner Healthcare Acquisitions Corp. (GDNR, GDNRU, GDNRW) (CIK 0001858912)",10-K,2022-03-31
14368,1817565,"Financial Strategies Acquisition Corp. (FXCO, FXCOW) (CIK 0001817565)",10-Q,2022-11-14
14369,1817565,"Financial Strategies Acquisition Corp. (FXCO, FXCOR, FXCOW) (CIK 0001817565)",10-Q,2022-08-17
14370,1817565,"Financial Strategies Acquisition Corp. (FXCO, FXCOW) (CIK 0001817565)",10-Q,2022-05-16
14371,1817565,"Financial Strategies Acquisition Corp. (FXCO, FXCOR, FXCOW) (CIK 0001817565)",10-K,2022-03-31
14372,1870143,"RCF Acquisition Corp. (RCFA, RCFA-UN, RCFA-WT) (CIK 0001870143)",10-Q,2022-10-25
14373,1870143,"RCF Acquisition Corp. (RCFA, RCFA-UN, RCFA-WT) (CIK 0001870143)",10-Q,2022-08-01
14374,1870143,"RCF Acquisition Corp. (RCFA, RCFA-UN, RCFA-WT) (CIK 0001870143)",10-Q,2022-04-25
14375,1870143,"RCF Acquisition Corp. (RCFA, RCFA-WT) (CIK 0001870143)",10-K,2022-02-11
14376,1852061,"Generation Asia I Acquisition Ltd (GAQ, GAQ-UN, GAQ-WT) (CIK 0001852061)",10-Q,2022-11-14
14377,1852061,"Generation Asia I Acquisition Ltd (GAQ, GAQ-WT) (CIK 0001852061)",10-Q,2022-08-12
14378,1852061,"Generation Asia I Acquisition Ltd (GAQ, GAQ-UN) (CIK 0001852061)",10-Q,2022-05-16
14379,1852061,"Generation Asia I Acquisition Ltd (GAQ, GAQ-UN) (CIK 0001852061)",10-K,2022-03-30
14380,1865248,"Capitalworks Emerging Markets Acquisition Corp (CMCA, CMCAU, CMCAW) (CIK 0001865248)",10-Q,2022-11-14
14381,1865248,Capitalworks Emerging Markets Acquisition Corp (CMCA) (CIK 0001865248),10-Q,2022-08-15
14382,1865248,Capitalworks Emerging Markets Acquisition Corp (CMCA) (CIK 0001865248),10-K,2022-07-15
14383,1865248,"Capitalworks Emerging Markets Acquisition Corp (CMCA, CMCAU, CMCAW) (CIK 0001865248)",10-Q,2022-02-14
14384,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-Q,2022-11-10
14385,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-Q,2022-08-11
14386,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-Q,2022-05-12
14387,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-K,2022-02-28
14388,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-Q,2021-11-12
14389,1736035,Blackstone Secured Lending Fund (CIK 0001736035),10-Q,2021-08-10
14390,1736035,Blackstone Secured Lending Fund (CIK 0001736035),10-Q,2021-05-12
14391,1736035,Blackstone Secured Lending Fund (CIK 0001736035),10-K,2021-03-04
14392,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2020-11-09
14393,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2020-07-30
14394,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2020-05-08
14395,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-K,2020-02-28
14396,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2019-11-14
14397,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2019-08-13
14398,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-Q,2019-05-10
14399,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-K,2019-03-18
14400,1882963,"AIB Acquisition Corp (AIB, AIBBR, AIBBU) (CIK 0001882963)",10-Q,2022-11-14
14401,1882963,"AIB Acquisition Corp (AIB, AIBBR, AIBBU) (CIK 0001882963)",10-Q,2022-08-10
14402,1882963,"AIB Acquisition Corp (AIB, AIBBR, AIBBU) (CIK 0001882963)",10-Q,2022-05-13
14403,1882963,"AIB Acquisition Corp (AIB, AIBBR, AIBBU) (CIK 0001882963)",10-K,2022-03-29
14404,1922858,"EF Hutton Acquisition Corp I (EFHT, EFHTU) (CIK 0001922858)",10-Q,2022-11-10
14405,1862327,"Infinite Acquisition Corp. (NFNT, NFNT-WT) (CIK 0001862327)",10-Q,2022-11-07
14406,1862327,"Infinite Acquisition Corp. (NFNT, NFNT-WT) (CIK 0001862327)",10-Q,2022-08-11
14407,1862327,"Infinite Acquisition Corp. (NFNT, NFNT-UN, NFNT-WT) (CIK 0001862327)",10-Q,2022-05-10
14408,1862327,"Infinite Acquisition Corp. (NFNT, NFNT-UN, NFNT-WT) (CIK 0001862327)",10-K,2022-03-24
14409,1883962,"ALSP Orchid Acquisition Corp I (ALOR, ALORU, ALORW) (CIK 0001883962)",10-Q,2022-11-14
14410,1883962,"ALSP Orchid Acquisition Corp I (ALOR, ALORU, ALORW) (CIK 0001883962)",10-Q,2022-08-12
14411,1883962,"ALSP Orchid Acquisition Corp I (ALOR, ALORW) (CIK 0001883962)",10-Q,2022-05-16
14412,1883962,"ALSP Orchid Acquisition Corp I (ALOR, ALORW) (CIK 0001883962)",10-K,2022-03-31
14413,1868640,"Vahanna Tech Edge Acquisition I Corp. (VHNA, VHNAU, VHNAW) (CIK 0001868640)",10-Q,2022-11-14
14414,1868640,"Vahanna Tech Edge Acquisition I Corp. (VHNA, VHNAU, VHNAW) (CIK 0001868640)",10-Q,2022-08-15
14415,1868640,"Vahanna Tech Edge Acquisition I Corp. (VHNA, VHNAU, VHNAW) (CIK 0001868640)",10-Q,2022-05-16
14416,1868640,"Vahanna Tech Edge Acquisition I Corp. (VHNA, VHNAU, VHNAW) (CIK 0001868640)",10-K,2022-03-31
14417,1845368,"HCM Acquisition Corp (HCMA, HCMAU) (CIK 0001845368)",10-Q,2022-11-03
14418,1845368,"HCM Acquisition Corp (HCMA, HCMAU, HCMAW) (CIK 0001845368)",10-Q,2022-08-15
14419,1845368,"HCM Acquisition Corp (HCMA, HCMAU, HCMAW) (CIK 0001845368)",10-Q,2022-05-16
14420,1845368,"HCM Acquisition Corp (HCMA, HCMAU, HCMAW) (CIK 0001845368)",10-K,2022-03-31
14421,1864032,Ault Disruptive Technologies Corp (ADRT) (CIK 0001864032),10-Q,2022-11-21
14422,1864032,"Ault Disruptive Technologies Corp (ADRT, ADRT-WT) (CIK 0001864032)",10-Q,2022-08-23
14423,1864032,"Ault Disruptive Technologies Corp (ADRT, ADRT-WT) (CIK 0001864032)",10-Q,2022-05-23
14424,1864032,"Ault Disruptive Technologies Corp (ADRT, ADRT-UN, ADRT-WT) (CIK 0001864032)",10-K,2022-04-15
14425,1861121,"EVe Mobility Acquisition Corp (EVE, EVE-UN, EVE-WT) (CIK 0001861121)",10-Q,2022-11-14
14426,1861121,"EVe Mobility Acquisition Corp (EVE, EVE-UN, EVE-WT) (CIK 0001861121)",10-Q,2022-08-18
14427,1861121,"EVe Mobility Acquisition Corp (EVE, EVE-UN, EVE-WT) (CIK 0001861121)",10-Q,2022-05-23
14428,1861121,"EVe Mobility Acquisition Corp (EVE, EVE-UN, EVE-WT) (CIK 0001861121)",10-K,2022-04-14
14429,1870471,"Crypto 1 Acquisition Corp (DAOO, DAOOU, DAOOW) (CIK 0001870471)",10-Q,2022-11-14
14430,1870471,"Crypto 1 Acquisition Corp (DAOO, DAOOU, DAOOW) (CIK 0001870471)",10-Q,2022-08-12
14431,1870471,"Crypto 1 Acquisition Corp (DAOO, DAOOU, DAOOW) (CIK 0001870471)",10-Q,2022-05-16
14432,1870471,"Crypto 1 Acquisition Corp (DAOO, DAOOU, DAOOW) (CIK 0001870471)",10-K,2022-03-31
14433,1870471,"Crypto 1 Acquisition Corp (DAOO, DAOOU, DAOOW) (CIK 0001870471)",10-Q,2022-01-20
14434,1642896,Samsara Inc. (IOT) (CIK 0001642896),10-Q,2022-09-06
14435,1642896,Samsara Inc. (IOT) (CIK 0001642896),10-Q,2022-06-08
14436,1642896,Samsara Inc. (IOT) (CIK 0001642896),10-K,2022-03-30
14437,1848861,"Healthcare AI Acquisition Corp. (HAIA, HAIAU, HAIAW) (CIK 0001848861)",10-Q,2022-11-01
14438,1848861,"Healthcare AI Acquisition Corp. (HAIA, HAIAU, HAIAW) (CIK 0001848861)",10-Q,2022-08-10
14439,1848861,"Healthcare AI Acquisition Corp. (HAIA, HAIAU, HAIAW) (CIK 0001848861)",10-Q,2022-05-23
14440,1848861,"Healthcare AI Acquisition Corp. (HAIA, HAIAU, HAIAW) (CIK 0001848861)",10-K,2022-04-21
14441,1855474,"Power & Digital Infrastructure Acquisition II Corp. (XPDB, XPDBU, XPDBW) (CIK 0001855474)",10-Q,2022-11-09
14442,1855474,"Power & Digital Infrastructure Acquisition II Corp. (XPDB, XPDBU, XPDBW) (CIK 0001855474)",10-Q,2022-08-12
14443,1855474,"Power & Digital Infrastructure Acquisition II Corp. (XPDB, XPDBU, XPDBW) (CIK 0001855474)",10-Q,2022-05-09
14444,1855474,"Power & Digital Infrastructure Acquisition II Corp. (XPDB, XPDBU, XPDBW) (CIK 0001855474)",10-K,2022-04-13
14445,1868573,APx Acquisition Corp. I (APXI) (CIK 0001868573),10-Q,2022-11-14
14446,1868573,"APx Acquisition Corp. I (APXI, APXIU, APXIW) (CIK 0001868573)",10-Q/A,2022-09-01
14447,1868573,"APx Acquisition Corp. I (APXI, APXIU, APXIW) (CIK 0001868573)",10-K/A,2022-09-01
14448,1868573,"APx Acquisition Corp. I (APXI, APXIU, APXIW) (CIK 0001868573)",10-Q,2022-09-01
14449,1868573,"APx Acquisition Corp. I (APXI, APXIU, APXIW) (CIK 0001868573)",10-Q,2022-05-16
14450,1868573,"APx Acquisition Corp. I (APXI, APXIU, APXIW) (CIK 0001868573)",10-K,2022-04-08
14451,1879726,Sidus Space Inc. (SIDU) (CIK 0001879726),10-Q,2022-11-14
14452,1879726,Sidus Space Inc. (SIDU) (CIK 0001879726),10-Q,2022-08-12
14453,1879726,Sidus Space Inc. (SIDU) (CIK 0001879726),10-Q,2022-05-13
14454,1879726,Sidus Space Inc. (SIDU) (CIK 0001879726),10-K,2022-04-05
14455,1889123,"FTAC Emerald Acquisition Corp. (EMLD, EMLDU, EMLDW) (CIK 0001889123)",10-Q,2022-11-10
14456,1889123,"FTAC Emerald Acquisition Corp. (EMLD, EMLDW) (CIK 0001889123)",10-Q,2022-08-10
14457,1889123,"FTAC Emerald Acquisition Corp. (EMLD, EMLDU, EMLDW) (CIK 0001889123)",10-Q,2022-05-16
14458,1889123,"FTAC Emerald Acquisition Corp. (EMLD, EMLDU, EMLDW) (CIK 0001889123)",10-K,2022-03-22
14459,1856161,"Pearl Holdings Acquisition Corp (PRLH, PRLHW) (CIK 0001856161)",10-Q,2022-11-14
14460,1856161,"Pearl Holdings Acquisition Corp (PRLH, PRLHW) (CIK 0001856161)",10-Q,2022-08-15
14461,1856161,"Pearl Holdings Acquisition Corp (PRLH, PRLHU) (CIK 0001856161)",10-Q,2022-05-16
14462,1856161,"Pearl Holdings Acquisition Corp (PRLH, PRLHU, PRLHW) (CIK 0001856161)",10-K,2022-03-31
14463,1857410,"Investcorp Europe Acquisition Corp I (IVCB, IVCBU, IVCBW) (CIK 0001857410)",10-Q,2022-11-14
14464,1857410,"Investcorp Europe Acquisition Corp I (IVCB, IVCBU, IVCBW) (CIK 0001857410)",10-Q,2022-08-04
14465,1857410,"Investcorp Europe Acquisition Corp I (IVCB, IVCBU, IVCBW) (CIK 0001857410)",10-Q,2022-05-16
14466,1857410,"Investcorp Europe Acquisition Corp I (IVCB, IVCBU, IVCBW) (CIK 0001857410)",10-K,2022-04-01
14467,1874495,"Forbion European Acquisition Corp. (FRBN, FRBNU) (CIK 0001874495)",10-Q,2022-11-10
14468,1874495,"Forbion European Acquisition Corp. (FRBN, FRBNU, FRBNW) (CIK 0001874495)",10-Q,2022-08-11
14469,1874495,"Forbion European Acquisition Corp. (FRBN, FRBNU, FRBNW) (CIK 0001874495)",10-Q,2022-05-13
14470,1874495,"Forbion European Acquisition Corp. (FRBN, FRBNU, FRBNW) (CIK 0001874495)",10-K,2022-04-14
14471,1874495,"Forbion European Acquisition Corp. (FRBN, FRBNU, FRBNW) (CIK 0001874495)",10-Q,2022-01-24
14472,1856696,"Ahren Acquisition Corp. (AHRN, AHRNW) (CIK 0001856696)",10-Q,2022-11-14
14473,1856696,"Ahren Acquisition Corp. (AHRN, AHRNU) (CIK 0001856696)",10-Q,2022-08-12
14474,1856696,"Ahren Acquisition Corp. (AHRN, AHRNU, AHRNW) (CIK 0001856696)",10-Q,2022-05-16
14475,1856696,"Ahren Acquisition Corp. (AHRN, AHRNU, AHRNW) (CIK 0001856696)",10-K,2022-04-01
14476,1868269,"LatAmGrowth SPAC (LATG, LATGU, LATGW) (CIK 0001868269)",10-Q,2022-11-14
14477,1868269,"LatAmGrowth SPAC (LATG, LATGU) (CIK 0001868269)",10-Q,2022-08-15
14478,1868269,"LatAmGrowth SPAC (LATG, LATGU, LATGW) (CIK 0001868269)",10-Q,2022-05-23
14479,1868269,"LatAmGrowth SPAC (LATG, LATGU, LATGW) (CIK 0001868269)",10-K,2022-04-13
14480,1881462,"Spree Acquisition Corp. 1 Ltd (SHAP, SHAP-UN, SHAP-WT) (CIK 0001881462)",10-Q,2022-11-14
14481,1881462,"Spree Acquisition Corp. 1 Ltd (SHAP, SHAP-WT) (CIK 0001881462)",10-Q,2022-08-11
14482,1881462,"Spree Acquisition Corp. 1 Ltd (SHAP, SHAP-WT) (CIK 0001881462)",10-Q,2022-05-16
14483,1881462,"Spree Acquisition Corp. 1 Ltd (SHAP, SHAP-UN, SHAP-WT) (CIK 0001881462)",10-K,2022-03-31
14484,1894370,"Hainan Manaslu Acquisition Corp. (HMAC, HMACU, HMACW) (CIK 0001894370)",10-Q,2022-11-14
14485,1894370,Hainan Manaslu Acquisition Corp. (HMAC) (CIK 0001894370),10-Q,2022-09-20
14486,1874218,"Revelstone Capital Acquisition Corp. (RCAC, RCACU, RCACW) (CIK 0001874218)",10-Q,2022-11-14
14487,1874218,"Revelstone Capital Acquisition Corp. (RCAC, RCACU, RCACW) (CIK 0001874218)",10-Q,2022-08-12
14488,1874218,"Revelstone Capital Acquisition Corp. (RCAC, RCACU, RCACW) (CIK 0001874218)",10-Q,2022-05-13
14489,1874218,"Revelstone Capital Acquisition Corp. (RCAC, RCACU, RCACW) (CIK 0001874218)",10-K,2022-04-05
14490,1850529,"Heartland Media Acquisition Corp. (HMA, HMA-UN, HMA-WT) (CIK 0001850529)",10-Q,2022-11-10
14491,1850529,"Heartland Media Acquisition Corp. (HMA, HMA-UN, HMA-WT) (CIK 0001850529)",10-Q,2022-08-11
14492,1850529,"Heartland Media Acquisition Corp. (HMA, HMA-UN, HMA-WT) (CIK 0001850529)",10-Q,2022-05-23
14493,1850529,"Heartland Media Acquisition Corp. (HMA, HMA-UN, HMA-WT) (CIK 0001850529)",10-K,2022-03-31
14494,1880441,"Battery Future Acquisition Corp. (BFAC, BFAC-UN, BFAC-WT) (CIK 0001880441)",10-Q,2022-11-10
14495,1880441,"Battery Future Acquisition Corp. (BFAC, BFAC-UN, BFAC-WT) (CIK 0001880441)",10-Q,2022-08-12
14496,1880441,"Battery Future Acquisition Corp. (BFAC, BFAC-UN, BFAC-WT) (CIK 0001880441)",10-Q,2022-05-16
14497,1880441,"Battery Future Acquisition Corp. (BFAC, BFAC-UN, BFAC-WT) (CIK 0001880441)",10-K,2022-04-01
14498,1880441,"Battery Future Acquisition Corp. (BFAC, BFAC-UN, BFAC-WT) (CIK 0001880441)",10-Q,2022-01-28
14499,1653384,"Runway Growth Finance Corp. (RWAY, RWAYL) (CIK 0001653384)",10-Q,2022-11-03
14500,1653384,Runway Growth Finance Corp. (RWAY) (CIK 0001653384),10-Q,2022-08-04
14501,1653384,Runway Growth Finance Corp. (RWAY) (CIK 0001653384),10-Q,2022-05-05
14502,1653384,Runway Growth Finance Corp. (RWAY) (CIK 0001653384),10-K/A,2022-03-14
