,CIK,Company_Name,Filing,Date,Hedge_Positive,Hedge_FalsePositive
600,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-Q,2020-05-08,1,
601,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-Q,2020-08-10,1,
602,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-Q,2020-11-05,1,
603,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-K,2021-02-18,1,
604,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-K,2021-02-18,1,
605,922224,"PPL Corp (PPL, PPX) (CIK 0000922224)",10-Q,2021-05-06,1,
606,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-Q,2001-08-16,1,
607,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-Q,2001-11-16,1,
608,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-K,2002-04-01,1,
609,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-K,2002-04-01,1,
610,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-Q,2002-05-22,1,
611,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-Q,2002-08-21,1,
612,872548,FURRS RESTAURANT GROUP INC (CIK 0000872548),10-Q,2002-11-15,1,
613,805583,DONNELLY CORP (CIK 0000805583),10-K/A,2001-09-28,1,
614,821538,TUSCARORA INC (CIK 0000821538),10-K,2000-11-29,1,
615,821538,TUSCARORA INC (CIK 0000821538),10-Q,2001-01-16,1,
616,812700,GAYLORD CONTAINER CORP /DE/ (CIK 0000812700),10-K,2001-12-28,1,
617,829218,HUNTSMAN POLYMERS CORP (CIK 0000829218),10-Q,2002-11-14,1,
618,829218,HUNTSMAN POLYMERS CORP (CIK 0000829218),10-Q,2002-11-14,1,
619,899714,UNILAB CORP /DE/ (CIK 0000899714),10-K,2002-03-29,1,
620,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2000-11-13,1,
621,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2001-02-09,1,
622,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2001-05-11,1,
623,1005272,AAF MCQUAY INC (CIK 0001005272),10-K,2001-09-27,1,
624,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2001-11-09,1,
625,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2002-02-12,1,
626,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2002-05-10,1,
627,1005272,AAF MCQUAY INC (CIK 0001005272),10-K,2002-09-20,1,
628,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2002-11-12,1,
629,1005272,AAF MCQUAY INC (CIK 0001005272),10-Q,2003-02-07,1,
630,835582,HOMELAND HOLDING CORP (CIK 0000835582),10-Q,2001-11-29,1,
631,846729,AMERICAN FREIGHTWAYS CORP (CIK 0000846729),10-Q,2000-08-09,1,
632,846729,AMERICAN FREIGHTWAYS CORP (CIK 0000846729),10-Q,2000-11-14,1,
633,837759,MALLON RESOURCES CORP (CIK 0000837759),10-K,2002-04-04,1,
634,846378,MFN FINANCIAL CORP (CIK 0000846378),10-Q,2000-08-07,1,
635,846378,MFN FINANCIAL CORP (CIK 0000846378),10-Q,2000-11-07,1,
636,846378,MFN FINANCIAL CORP (CIK 0000846378),10-Q,2001-05-10,1,
637,846378,MFN FINANCIAL CORP (CIK 0000846378),10-Q,2001-08-08,1,
638,846378,MFN FINANCIAL CORP (CIK 0000846378),10-Q,2001-11-09,1,
639,822829,LEGEND PROPERTIES INC (CIK 0000822829),10-Q,2000-08-14,1,
640,1549756,"LinnCo, LLC (CIK 0001549756)",10-K,2013-02-28,1,
641,1549756,"LinnCo, LLC (CIK 0001549756)",10-K/A,2013-11-05,1,
642,1549756,"LinnCo, LLC (CIK 0001549756)",10-K,2014-03-03,1,
643,1549756,"LinnCo, LLC (CIK 0001549756)",10-K,2015-02-20,1,
644,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q,2000-08-14,1,
645,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q/A,2000-08-23,1,
646,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q,2000-11-14,1,
647,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-K,2001-03-30,1,
648,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q,2001-05-14,1,
649,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q,2001-08-14,1,
650,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q,2001-11-14,1,
651,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q/A,2001-11-30,1,
652,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q/A,2002-06-06,1,
653,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-Q/A,2002-06-06,1,
654,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-K,2003-03-24,1,
655,814046,ARVIDA JMB PARTNERS L P (CIK 0000814046),10-K,2004-03-30,1,
656,861461,CENTURA BANKS INC (CIK 0000861461),10-Q,2000-08-14,1,
657,861461,CENTURA BANKS INC (CIK 0000861461),10-Q,2000-11-14,1,
658,861461,CENTURA BANKS INC (CIK 0000861461),10-K,2001-02-23,1,
659,861461,CENTURA BANKS INC (CIK 0000861461),10-Q,2001-05-15,1,
660,861461,RBC CENTURA BANKS INC (CIK 0000861461),10-Q,2001-08-14,1,
661,861461,RBC CENTURA BANKS INC (CIK 0000861461),10-Q,2001-11-14,1,
662,861461,RBC CENTURA BANKS INC (CIK 0000861461),10-K,2002-03-28,1,
663,861461,RBC CENTURA BANKS INC (CIK 0000861461),10-K,2003-03-27,1,
664,783604,EAGLE BANCSHARES INC (CIK 0000783604),10-K,2001-06-26,1,
665,49899,IMPERIAL BANCORP (CIK 0000049899),10-Q,2000-08-14,1,
666,49899,IMPERIAL BANCORP (CIK 0000049899),10-Q,2000-11-14,1,
667,49899,IMPERIAL BANCORP (CIK 0000049899),10-Q/A,2000-11-22,1,
668,792360,GRANITE STATE BANKSHARES INC (CIK 0000792360),10-K,2001-03-23,1,
669,792360,GRANITE STATE BANKSHARES INC (CIK 0000792360),10-K,2002-03-15,1,
670,77371,PEOPLES BANCSHARES INC (CIK 0000077371),10-K,2001-04-02,1,
671,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-Q,2000-08-11,1,
672,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-Q,2000-11-13,1,
673,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-K,2001-03-27,1,
674,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-K/A,2001-04-02,1,
675,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-Q,2001-05-14,1,
676,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-Q,2001-08-13,1,
677,711083,MID AMERICA BANCORP/KY/ (CIK 0000711083),10-Q,2001-11-02,1,
678,68480,MOTOR CLUB OF AMERICA (CIK 0000068480),10-Q,2001-05-21,1,
679,68480,MOTOR CLUB OF AMERICA (CIK 0000068480),10-Q,2001-08-14,1,
680,69968,NATIONAL CITY BANCORPORATION (CIK 0000069968),10-Q,2001-05-11,1,
681,754019,OLYMPUS CAPITAL CORP (CIK 0000754019),10-K,2001-04-02,1,
682,743136,REPUBLIC SECURITY FINANCIAL CORP (CIK 0000743136),10-Q,2000-08-11,1,
683,743136,REPUBLIC SECURITY FINANCIAL CORP (CIK 0000743136),10-Q,2000-11-14,1,
684,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q,2000-08-14,1,
685,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q,2000-11-08,1,
686,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-K,2001-03-05,1,
687,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-K/A,2001-04-16,1,
688,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-K/A,2001-04-24,1,
689,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q,2001-05-10,1,
690,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q,2001-08-13,1,
691,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q/A,2001-08-14,1,
692,721161,SJNB FINANCIAL CORP (CIK 0000721161),10-Q/A,2001-08-14,1,
693,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2014-07-30,1,
694,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-K,2015-02-27,1,
695,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2015-05-05,1,
696,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2015-08-06,1,
697,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2015-11-03,1,
698,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-K,2016-02-26,1,
699,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2016-05-05,1,
700,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2016-08-03,1,
701,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2016-11-09,1,
702,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-K,2017-02-28,1,
703,715957,"DOMINION RESOURCES INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2017-05-04,1,
704,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2017-08-03,1,
705,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2017-11-01,1,
706,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-K,2018-02-27,1,
707,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2018-05-04,1,
708,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2018-08-02,1,
709,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2018-11-02,1,
710,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-K,2019-02-28,1,
711,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2019-05-03,1,
712,715957,"DOMINION ENERGY INC /VA/ (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2019-08-01,1,
713,715957,"DOMINION ENERGY, INC (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2019-11-01,1,
714,715957,"DOMINION ENERGY, INC (D, DCUE, DRUA) (CIK 0000715957)",10-K,2020-02-28,1,
715,715957,"DOMINION ENERGY, INC (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2020-05-05,1,
716,715957,"DOMINION ENERGY, INC (D, DCUE, DRUA) (CIK 0000715957)",10-Q,2020-08-05,1,
717,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-K,2021-03-01,1,
718,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2021-05-03,1,
719,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2021-08-09,1,
720,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2021-08-09,1,
721,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2021-08-09,1,
722,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2021-11-08,1,
723,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-K,2022-02-28,1,
724,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-K,2022-02-28,1,
725,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2022-05-02,1,
726,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2022-08-08,1,
727,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2022-08-08,1,
728,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2022-08-08,1,
729,1081316,BERKSHIRE HATHAWAY ENERGY CO (CIK 0001081316),10-Q,2022-11-07,1,
730,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-K,2014-02-21,1,
731,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2014-05-01,1,
732,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2014-07-31,1,
733,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2014-10-30,1,
734,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-K,2015-02-20,1,
735,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2015-04-30,1,
736,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2015-07-30,1,
737,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2015-10-30,1,
738,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-K,2016-02-19,1,
739,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2016-05-05,1,
740,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2016-08-09,1,
741,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2016-11-03,1,
742,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-K,2017-02-24,1,
743,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-Q,2017-11-09,1,
744,1582966,"Cheniere Energy Partners LP Holdings, LLC (CIK 0001582966)",10-K,2018-02-21,1,
745,852677,COMMUNITY FINANCIAL GROUP INC (CIK 0000852677),10-Q,2001-08-15,1,
746,852677,COMMUNITY FINANCIAL GROUP INC (CIK 0000852677),10-Q/A,2001-08-21,1,
747,852677,COMMUNITY FINANCIAL GROUP INC (CIK 0000852677),10-Q,2001-11-14,1,
748,852677,COMMUNITY FINANCIAL GROUP INC (CIK 0000852677),10-K,2002-04-01,1,
749,852677,COMMUNITY FINANCIAL GROUP INC (CIK 0000852677),10-Q,2002-05-15,1,
750,856529,BERLITZ INTERNATIONAL INC (CIK 0000856529),10-Q,2000-08-14,1,
751,856529,BERLITZ INTERNATIONAL INC (CIK 0000856529),10-K,2001-03-30,1,
752,357105,CENTURY SOUTH BANKS INC (CIK 0000357105),10-K,2001-04-02,1,
753,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2000-09-13,1,
754,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2001-03-14,1,
755,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2001-06-13,1,
756,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2001-09-17,1,
757,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2002-05-15,1,
758,858660,MAXXIM MEDICAL INC (CIK 0000858660),10-Q,2002-08-15,1,
759,758830,SYNTELLECT INC (CIK 0000758830),10-Q,2002-08-14,1,
760,935503,AG-CHEM EQUIPMENT CO INC (CIK 0000935503),10-K,2000-12-15,1,
761,935503,AG-CHEM EQUIPMENT CO INC (CIK 0000935503),10-Q,2001-02-20,1,
762,935503,AG-CHEM EQUIPMENT CO INC (CIK 0000935503),10-K/A,2001-03-27,1,
763,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2015-02-19,1,
764,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2015-04-27,1,
765,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2015-07-27,1,
766,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2015-10-26,1,
767,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2016-02-29,1,
768,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2016-04-26,1,
769,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2016-07-25,1,
770,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2016-10-24,1,
771,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2017-02-13,1,
772,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2017-05-01,1,
773,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2017-07-31,1,
774,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2017-10-30,1,
775,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2018-02-12,1,
776,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2018-04-30,1,
777,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2018-07-30,1,
778,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2018-10-29,1,
779,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2019-02-11,1,
780,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2019-04-29,1,
781,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2019-07-29,1,
782,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2019-10-28,1,
783,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2020-02-10,1,
784,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2020-05-07,1,
785,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2020-08-03,1,
786,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2020-11-04,1,
787,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2021-02-11,1,
788,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2021-05-03,1,
789,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2021-08-02,1,
790,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2021-11-01,1,
791,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-K,2022-02-07,1,
792,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2022-05-02,1,
793,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2022-08-01,1,
794,1581068,Brixmor Property Group Inc. (BRX) (CIK 0001581068),10-Q,2022-11-01,1,
795,835405,POLYVISION CORP (CIK 0000835405),10-Q,2001-05-15,1,
796,835405,POLYVISION CORP (CIK 0000835405),10-Q,2001-08-14,1,
797,835405,POLYVISION CORP (CIK 0000835405),10-Q,2001-11-14,1,
798,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2000-08-14,1,
799,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2000-11-13,1,
800,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2001-05-14,1,
801,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2001-08-10,1,
802,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2001-11-14,1,
803,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2002-05-14,1,
804,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2002-08-14,1,
805,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2002-11-12,1,
806,851797,K&F INDUSTRIES INC (CIK 0000851797),10-K,2003-03-31,1,
807,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2003-05-14,1,
808,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2003-07-31,1,
809,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2003-11-14,1,
810,851797,K&F INDUSTRIES INC (CIK 0000851797),10-K,2004-03-29,1,
811,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2004-05-07,1,
812,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2004-08-11,1,
813,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2004-11-04,1,
814,851797,K&F INDUSTRIES INC (CIK 0000851797),10-K,2005-03-30,1,
815,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2005-05-13,1,
816,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2005-08-15,1,
817,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q/A,2005-11-14,1,
818,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2005-11-14,1,
819,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q/A,2006-03-16,1,
820,851797,K&F INDUSTRIES INC (CIK 0000851797),10-K,2006-03-31,1,
821,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2006-05-11,1,
822,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2006-08-14,1,
823,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2006-11-06,1,
824,851797,K&F INDUSTRIES INC (CIK 0000851797),10-K,2007-03-16,1,
825,851797,K&F INDUSTRIES INC (CIK 0000851797),10-Q,2007-05-09,1,
826,1040449,LIBERTY DIGITAL INC (CIK 0001040449),10-Q,2001-11-14,1,
827,729365,KAISER VENTURES INC (CIK 0000729365),10-Q,2000-08-18,1,
828,1063564,PRIZE ENERGY CORP (CIK 0001063564),10-Q,2001-11-14,1,
829,874213,WISCONSIN CENTRAL TRANSPORTATION CORP (CIK 0000874213),10-Q,2000-08-14,1,
830,1026738,INTERNATIONAL SPECIALTY PRODUCTS INC /NEW/ (CIK 0001026738),10-K,2001-03-30,1,
831,875173,SOFTWARE SPECTRUM INC (CIK 0000875173),10-Q,2001-12-17,1,
832,819480,READ RITE CORP /DE/ (CIK 0000819480),10-K,2002-12-30,1,
833,878551,HOENIG GROUP INC (CIK 0000878551),10-K,2001-03-26,1,
834,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-Q,2000-08-04,1,
835,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-Q,2000-11-01,1,
836,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-K,2001-03-07,1,
837,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-Q,2001-05-11,1,
838,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-Q,2001-08-03,1,
839,879986,ARGUSS COMMUNICATIONS INC (CIK 0000879986),10-Q,2001-11-14,1,
840,876318,POWERTEL INC /DE/ (CIK 0000876318),10-K,2002-03-04,1,
841,880034,ENGLE HOMES INC /FL (CIK 0000880034),10-K,2002-03-27,1,
842,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2017-05-10,1,
843,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2017-08-09,1,
844,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2017-11-09,1,
845,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-K,2018-03-16,1,
846,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2018-05-10,1,
847,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2018-08-09,1,
848,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2018-08-09,1,
849,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-Q,2018-11-06,1,
850,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-K,2019-03-08,1,
851,1642453,"Daseke, Inc. (DSKE) (CIK 0001642453)",10-K,2020-03-10,1,
852,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q,2000-08-14,1,
853,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q/A,2000-09-20,1,
854,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-K/A,2000-09-20,1,
855,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q,2000-11-20,1,
856,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q,2000-11-20,1,
857,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q/A,2001-01-25,1,
858,881889,ENHANCE FINANCIAL SERVICES GROUP INC (CIK 0000881889),10-Q/A,2001-01-25,1,
859,883670,LONE STAR STEAKHOUSE & SALOON INC (CIK 0000883670),10-Q,2001-10-19,1,
860,883813,CHRONIMED INC (CIK 0000883813),10-Q,2002-05-10,1,
861,883813,CHRONIMED INC (CIK 0000883813),10-K,2003-09-18,1,
862,883705,SCHULER HOMES INC (CIK 0000883705),10-Q,2000-08-14,1,
863,883705,SCHULER HOMES INC (CIK 0000883705),10-Q,2000-11-14,1,
864,1126899,SCHULER HOMES INC (CIK 0001126899),10-Q,2001-08-14,1,
865,1126899,SCHULER HOMES INC (CIK 0001126899),10-Q,2001-08-14,1,
866,1126899,SCHULER HOMES INC (CIK 0001126899),10-Q,2001-08-14,1,
867,883369,FIRST MORTGAGE CORP /CA/ (CIK 0000883369),10-K,2002-06-28,1,
868,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2000-08-14,1,
869,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2000-11-14,1,
870,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2000-11-14,1,
871,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2000-11-14,1,
872,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-K,2001-04-02,1,
873,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2001-05-15,1,
874,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2001-08-14,1,
875,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2001-11-14,1,
876,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2001-11-14,1,
877,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q/A,2001-12-07,1,
878,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q/A,2001-12-07,1,
879,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-K/A,2001-12-07,1,
880,885067,INTERMEDIA COMMUNICATIONS INC (CIK 0000885067),10-Q,2002-05-15,1,
881,884999,DYERSBURG CORP (CIK 0000884999),10-K,2000-12-20,1,
882,884999,DYERSBURG CORP (CIK 0000884999),10-K,2000-12-20,1,
883,883811,IMPERIAL CREDIT INDUSTRIES INC (CIK 0000883811),10-K,2001-04-10,1,
884,883811,IMPERIAL CREDIT INDUSTRIES INC (CIK 0000883811),10-K/A,2001-06-11,1,
885,883811,IMPERIAL CREDIT INDUSTRIES INC (CIK 0000883811),10-K,2002-04-16,1,
886,876013,CTN MEDIA GROUP INC (CIK 0000876013),10-Q,2001-05-15,1,
887,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-08-14,1,
888,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
889,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
890,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
